n_dimensions,n_samples,n_neigbors,leaf_size,algorithm,score,time_fit,time_predict
9,1000,99,30,ball_tree,0.504,0.03600120544433594,0.03600120544433594
9,1000,3,100,ball_tree,0.512,0.0279998779296875,0.0279998779296875
9,1000,7,100,ball_tree,0.52,0.029000520706176758,0.029000520706176758
9,1000,9,100,ball_tree,0.51,0.03799915313720703,0.03799915313720703
9,1000,27,100,ball_tree,0.484,0.04200100898742676,0.04200100898742676
9,1000,65,100,ball_tree,0.506,0.0540013313293457,0.0540013313293457
9,1000,99,100,ball_tree,0.504,0.044004201889038086,0.044004201889038086
9,1000,3,2,kd_tree,0.512,0.0359954833984375,0.0359954833984375
9,1000,7,2,kd_tree,0.52,0.03400015830993652,0.03400015830993652
9,1000,9,2,kd_tree,0.51,0.03200030326843262,0.03200030326843262
9,1000,27,2,kd_tree,0.484,0.03199958801269531,0.03199958801269531
9,1000,65,2,kd_tree,0.506,0.03599953651428223,0.03599953651428223
9,1000,99,2,kd_tree,0.504,0.0410008430480957,0.0410008430480957
9,1000,3,30,kd_tree,0.512,0.0279996395111084,0.0279996395111084
9,1000,7,30,kd_tree,0.52,0.027998685836791992,0.027998685836791992
9,1000,9,30,kd_tree,0.51,0.02800130844116211,0.02800130844116211
9,1000,27,30,kd_tree,0.484,0.029999494552612305,0.029999494552612305
9,1000,65,30,kd_tree,0.506,0.03199934959411621,0.03199934959411621
9,1000,99,30,kd_tree,0.504,0.04800128936767578,0.04800128936767578
9,1000,3,100,kd_tree,0.512,0.05300092697143555,0.05300092697143555
9,1000,7,100,kd_tree,0.52,0.05699944496154785,0.05699944496154785
9,1000,9,100,kd_tree,0.51,0.03299880027770996,0.03299880027770996
9,1000,27,100,kd_tree,0.484,0.031000852584838867,0.031000852584838867
9,1000,65,100,kd_tree,0.506,0.031998634338378906,0.031998634338378906
9,1000,99,100,kd_tree,0.504,0.03500032424926758,0.03500032424926758
9,1000,3,2,brute,0.512,0.031000614166259766,0.031000614166259766
9,1000,7,2,brute,0.52,0.036000728607177734,0.036000728607177734
9,1000,9,2,brute,0.51,0.03599858283996582,0.03599858283996582
9,1000,27,2,brute,0.484,0.0390009880065918,0.0390009880065918
9,1000,65,2,brute,0.506,0.04399991035461426,0.04399991035461426
9,1000,99,2,brute,0.504,0.0410001277923584,0.0410001277923584
9,1000,3,30,brute,0.512,0.03500008583068848,0.03500008583068848
9,1000,7,30,brute,0.52,0.037999629974365234,0.037999629974365234
9,1000,9,30,brute,0.51,0.03400015830993652,0.03400015830993652
9,1000,27,30,brute,0.484,0.035001277923583984,0.035001277923583984
9,1000,65,30,brute,0.506,0.04099917411804199,0.04099917411804199
9,1000,99,30,brute,0.504,0.03799915313720703,0.03799915313720703
9,1000,3,100,brute,0.512,0.03400087356567383,0.03400087356567383
9,1000,7,100,brute,0.52,0.03399968147277832,0.03399968147277832
9,1000,9,100,brute,0.51,0.03399968147277832,0.03399968147277832
9,1000,27,100,brute,0.484,0.03399944305419922,0.03399944305419922
9,1000,65,100,brute,0.506,0.036000967025756836,0.036000967025756836
9,1000,99,100,brute,0.504,0.04200029373168945,0.04200029373168945
9,2000,3,2,ball_tree,0.581,0.06100058555603027,0.06100058555603027
9,2000,7,2,ball_tree,0.582,0.0559992790222168,0.0559992790222168
9,2000,9,2,ball_tree,0.573,0.05500030517578125,0.05500030517578125
9,2000,27,2,ball_tree,0.526,0.059999942779541016,0.059999942779541016
9,2000,65,2,ball_tree,0.481,0.0970008373260498,0.0970008373260498
9,2000,99,2,ball_tree,0.493,0.10700035095214844,0.10700035095214844
9,2000,3,30,ball_tree,0.581,0.0579984188079834,0.0579984188079834
9,2000,7,30,ball_tree,0.582,0.0670020580291748,0.0670020580291748
9,2000,9,30,ball_tree,0.573,0.06299948692321777,0.06299948692321777
9,2000,27,30,ball_tree,0.526,0.0689997673034668,0.0689997673034668
9,2000,65,30,ball_tree,0.481,0.07400131225585938,0.07400131225585938
9,2000,99,30,ball_tree,0.493,0.08499979972839355,0.08499979972839355
9,2000,3,100,ball_tree,0.581,0.05900073051452637,0.05900073051452637
9,2000,7,100,ball_tree,0.582,0.059999942779541016,0.059999942779541016
9,2000,9,100,ball_tree,0.573,0.06699848175048828,0.06699848175048828
9,2000,27,100,ball_tree,0.526,0.08500123023986816,0.08500123023986816
9,2000,65,100,ball_tree,0.481,0.07699966430664062,0.07699966430664062
9,2000,99,100,ball_tree,0.493,0.07799983024597168,0.07799983024597168
9,2000,3,2,kd_tree,0.581,0.06100034713745117,0.06100034713745117
9,2000,7,2,kd_tree,0.582,0.07199954986572266,0.07199954986572266
9,2000,9,2,kd_tree,0.573,0.06399989128112793,0.06399989128112793
9,2000,27,2,kd_tree,0.526,0.0689992904663086,0.0689992904663086
9,2000,65,2,kd_tree,0.481,0.0840005874633789,0.0840005874633789
9,2000,99,2,kd_tree,0.493,0.09300041198730469,0.09300041198730469
9,2000,3,30,kd_tree,0.581,0.058999061584472656,0.058999061584472656
9,2000,7,30,kd_tree,0.582,0.06199908256530762,0.06199908256530762
9,2000,9,30,kd_tree,0.573,0.06200003623962402,0.06200003623962402
9,2000,27,30,kd_tree,0.526,0.07299995422363281,0.07299995422363281
9,2000,65,30,kd_tree,0.481,0.07800126075744629,0.07800126075744629
9,2000,99,30,kd_tree,0.493,0.07299923896789551,0.07299923896789551
9,2000,3,100,kd_tree,0.581,0.05800056457519531,0.05800056457519531
9,2000,7,100,kd_tree,0.582,0.06699919700622559,0.06699919700622559
9,2000,9,100,kd_tree,0.573,0.10500049591064453,0.10500049591064453
9,2000,27,100,kd_tree,0.526,0.07800078392028809,0.07800078392028809
9,2000,65,100,kd_tree,0.481,0.07799911499023438,0.07799911499023438
9,2000,99,100,kd_tree,0.493,0.0950005054473877,0.0950005054473877
9,2000,3,2,brute,0.581,0.08600020408630371,0.08600020408630371
9,2000,7,2,brute,0.582,0.08000016212463379,0.08000016212463379
9,2000,9,2,brute,0.573,0.08199834823608398,0.08199834823608398
9,2000,27,2,brute,0.526,0.08300137519836426,0.08300137519836426
9,2000,65,2,brute,0.481,0.0969996452331543,0.0969996452331543
9,2000,99,2,brute,0.493,0.09900045394897461,0.09900045394897461
9,2000,3,30,brute,0.581,0.08500075340270996,0.08500075340270996
9,2000,7,30,brute,0.582,0.0839996337890625,0.0839996337890625
9,2000,9,30,brute,0.573,0.08599996566772461,0.08599996566772461
9,2000,27,30,brute,0.526,0.08499836921691895,0.08499836921691895
9,2000,65,30,brute,0.481,0.09100151062011719,0.09100151062011719
9,2000,99,30,brute,0.493,0.09199857711791992,0.09199857711791992
9,2000,3,100,brute,0.581,0.0910029411315918,0.0910029411315918
9,2000,7,100,brute,0.582,0.10499906539916992,0.10499906539916992
9,2000,9,100,brute,0.573,0.09800028800964355,0.09800028800964355
9,2000,27,100,brute,0.526,0.09000015258789062,0.09000015258789062
9,2000,65,100,brute,0.481,0.10700106620788574,0.10700106620788574
9,2000,99,100,brute,0.493,0.10199880599975586,0.10199880599975586
9,4000,3,2,ball_tree,0.5405,0.12299990653991699,0.12299990653991699
9,4000,7,2,ball_tree,0.54,0.13099956512451172,0.13099956512451172
9,4000,9,2,ball_tree,0.538,0.12500238418579102,0.12500238418579102
9,4000,27,2,ball_tree,0.541,0.14999842643737793,0.14999842643737793
9,4000,65,2,ball_tree,0.5095,0.18400096893310547,0.18400096893310547
9,4000,99,2,ball_tree,0.4815,0.1829981803894043,0.1829981803894043
9,4000,3,30,ball_tree,0.5405,0.12700104713439941,0.12700104713439941
9,4000,7,30,ball_tree,0.54,0.15800023078918457,0.15800023078918457
9,4000,9,30,ball_tree,0.538,0.15500664710998535,0.15500664710998535
9,4000,27,30,ball_tree,0.541,0.17899823188781738,0.17899823188781738
9,4000,65,30,ball_tree,0.5095,0.15799355506896973,0.15799355506896973
9,4000,99,30,ball_tree,0.4815,0.17999958992004395,0.17999958992004395
9,4000,3,100,ball_tree,0.5405,0.18700170516967773,0.18700170516967773
9,4000,7,100,ball_tree,0.54,0.21199989318847656,0.21199989318847656
9,4000,9,100,ball_tree,0.538,0.1419999599456787,0.1419999599456787
9,4000,27,100,ball_tree,0.541,0.1750049591064453,0.1750049591064453
9,4000,65,100,ball_tree,0.5095,0.18199515342712402,0.18199515342712402
9,4000,99,100,ball_tree,0.4815,0.196000337600708,0.196000337600708
9,4000,3,2,kd_tree,0.5405,0.12999963760375977,0.12999963760375977
9,4000,7,2,kd_tree,0.54,0.1269989013671875,0.1269989013671875
9,4000,9,2,kd_tree,0.538,0.12199878692626953,0.12199878692626953
9,4000,27,2,kd_tree,0.541,0.12899994850158691,0.12899994850158691
9,4000,65,2,kd_tree,0.5095,0.14799976348876953,0.14799976348876953
9,4000,99,2,kd_tree,0.4815,0.18200039863586426,0.18200039863586426
9,4000,3,30,kd_tree,0.5405,0.11800026893615723,0.11800026893615723
9,4000,7,30,kd_tree,0.54,0.13500070571899414,0.13500070571899414
9,4000,9,30,kd_tree,0.538,0.1119992733001709,0.1119992733001709
9,4000,27,30,kd_tree,0.541,0.11899971961975098,0.11899971961975098
9,4000,65,30,kd_tree,0.5095,0.15000033378601074,0.15000033378601074
9,4000,99,30,kd_tree,0.4815,0.15999817848205566,0.15999817848205566
9,4000,3,100,kd_tree,0.5405,0.11100053787231445,0.11100053787231445
9,4000,7,100,kd_tree,0.54,0.11200118064880371,0.11200118064880371
9,4000,9,100,kd_tree,0.538,0.11099910736083984,0.11099910736083984
9,4000,27,100,kd_tree,0.541,0.12199974060058594,0.12199974060058594
9,4000,65,100,kd_tree,0.5095,0.1510012149810791,0.1510012149810791
9,4000,99,100,kd_tree,0.4815,0.16499876976013184,0.16499876976013184
9,4000,3,2,brute,0.5405,0.2350008487701416,0.2350008487701416
9,4000,7,2,brute,0.54,0.23800063133239746,0.23800063133239746
9,4000,9,2,brute,0.538,0.25099968910217285,0.25099968910217285
9,4000,27,2,brute,0.541,0.26600074768066406,0.26600074768066406
9,4000,65,2,brute,0.5095,0.23799848556518555,0.23799848556518555
9,4000,99,2,brute,0.4815,0.2839994430541992,0.2839994430541992
9,4000,3,30,brute,0.5405,0.2330009937286377,0.2330009937286377
9,4000,7,30,brute,0.54,0.23000025749206543,0.23000025749206543
9,4000,9,30,brute,0.538,0.21899938583374023,0.21899938583374023
9,4000,27,30,brute,0.541,0.22600007057189941,0.22600007057189941
9,4000,65,30,brute,0.5095,0.23999929428100586,0.23999929428100586
9,4000,99,30,brute,0.4815,0.34600114822387695,0.34600114822387695
9,4000,3,100,brute,0.5405,0.212998628616333,0.212998628616333
9,4000,7,100,brute,0.54,0.2499997615814209,0.2499997615814209
9,4000,9,100,brute,0.538,0.2520003318786621,0.2520003318786621
9,4000,27,100,brute,0.541,0.27500081062316895,0.27500081062316895
9,4000,65,100,brute,0.5095,0.28100013732910156,0.28100013732910156
9,4000,99,100,brute,0.4815,0.2709980010986328,0.2709980010986328
16,200,3,2,ball_tree,0.5,0.008002042770385742,0.008002042770385742
16,200,7,2,ball_tree,0.45,0.0069980621337890625,0.0069980621337890625
16,200,9,2,ball_tree,0.5,0.009005308151245117,0.009005308151245117
16,200,27,2,ball_tree,0.56,0.006994962692260742,0.006994962692260742
16,200,65,2,ball_tree,0.51,0.009000539779663086,0.009000539779663086
16,200,99,2,ball_tree,0.49,0.008999109268188477,0.008999109268188477
16,200,3,30,ball_tree,0.5,0.012000560760498047,0.012000560760498047
16,200,7,30,ball_tree,0.45,0.006999492645263672,0.006999492645263672
16,200,9,30,ball_tree,0.5,0.008001327514648438,0.008001327514648438
16,200,27,30,ball_tree,0.56,0.006998777389526367,0.006998777389526367
16,200,65,30,ball_tree,0.51,0.009003639221191406,0.009003639221191406
16,200,99,30,ball_tree,0.49,0.008996725082397461,0.008996725082397461
16,200,3,100,ball_tree,0.5,0.009000539779663086,0.009000539779663086
16,200,7,100,ball_tree,0.45,0.006998538970947266,0.006998538970947266
16,200,9,100,ball_tree,0.5,0.007004261016845703,0.007004261016845703
16,200,27,100,ball_tree,0.56,0.007996320724487305,0.007996320724487305
16,200,65,100,ball_tree,0.51,0.010009288787841797,0.010009288787841797
16,200,99,100,ball_tree,0.49,0.007990360260009766,0.007990360260009766
16,200,3,2,kd_tree,0.5,0.009000062942504883,0.009000062942504883
16,200,7,2,kd_tree,0.45,0.006000041961669922,0.006000041961669922
16,200,9,2,kd_tree,0.5,0.00700068473815918,0.00700068473815918
16,200,27,2,kd_tree,0.56,0.008000373840332031,0.008000373840332031
16,200,65,2,kd_tree,0.51,0.006998538970947266,0.006998538970947266
16,200,99,2,kd_tree,0.49,0.011000871658325195,0.011000871658325195
16,200,3,30,kd_tree,0.5,0.01100015640258789,0.01100015640258789
16,200,7,30,kd_tree,0.45,0.0069997310638427734,0.0069997310638427734
16,200,9,30,kd_tree,0.5,0.008001089096069336,0.008001089096069336
16,200,27,30,kd_tree,0.56,0.00699925422668457,0.00699925422668457
16,200,65,30,kd_tree,0.51,0.009001016616821289,0.009001016616821289
16,200,99,30,kd_tree,0.49,0.00999760627746582,0.00999760627746582
16,200,3,100,kd_tree,0.5,0.009000778198242188,0.009000778198242188
16,200,7,100,kd_tree,0.45,0.00800180435180664,0.00800180435180664
16,200,9,100,kd_tree,0.5,0.00800466537475586,0.00800466537475586
16,200,27,100,kd_tree,0.56,0.007993459701538086,0.007993459701538086
16,200,65,100,kd_tree,0.51,0.00900721549987793,0.00900721549987793
16,200,99,100,kd_tree,0.49,0.007992744445800781,0.007992744445800781
16,200,3,2,brute,0.5,0.009006500244140625,0.009006500244140625
16,200,7,2,brute,0.45,0.007993936538696289,0.007993936538696289
16,200,9,2,brute,0.5,0.0069997310638427734,0.0069997310638427734
16,200,27,2,brute,0.56,0.00899958610534668,0.00899958610534668
16,200,65,2,brute,0.51,0.007002353668212891,0.007002353668212891
16,200,99,2,brute,0.49,0.008998870849609375,0.008998870849609375
16,200,3,30,brute,0.5,0.008001089096069336,0.008001089096069336
16,200,7,30,brute,0.45,0.006998300552368164,0.006998300552368164
16,200,9,30,brute,0.5,0.006999969482421875,0.006999969482421875
16,200,27,30,brute,0.56,0.007999897003173828,0.007999897003173828
16,200,65,30,brute,0.51,0.006999969482421875,0.006999969482421875
16,200,99,30,brute,0.49,0.009000539779663086,0.009000539779663086
16,200,3,100,brute,0.5,0.005999565124511719,0.005999565124511719
16,200,7,100,brute,0.45,0.00800323486328125,0.00800323486328125
16,200,9,100,brute,0.5,0.006001949310302734,0.006001949310302734
16,200,27,100,brute,0.56,0.006995439529418945,0.006995439529418945
16,200,65,100,brute,0.51,0.007998943328857422,0.007998943328857422
16,200,99,100,brute,0.49,0.008001327514648438,0.008001327514648438
16,400,3,2,ball_tree,0.485,0.012995719909667969,0.012995719909667969
16,400,7,2,ball_tree,0.49,0.012000560760498047,0.012000560760498047
16,400,9,2,ball_tree,0.51,0.012000322341918945,0.012000322341918945
16,400,27,2,ball_tree,0.49,0.013000249862670898,0.013000249862670898
16,400,65,2,ball_tree,0.5,0.014005661010742188,0.014005661010742188
16,400,99,2,ball_tree,0.52,0.015993833541870117,0.015993833541870117
16,400,3,30,ball_tree,0.485,0.011999368667602539,0.011999368667602539
16,400,7,30,ball_tree,0.49,0.012000799179077148,0.012000799179077148
16,400,9,30,ball_tree,0.51,0.011999845504760742,0.011999845504760742
16,400,27,30,ball_tree,0.49,0.013003349304199219,0.013003349304199219
16,400,65,30,ball_tree,0.5,0.011998653411865234,0.011998653411865234
16,400,99,30,ball_tree,0.52,0.014000177383422852,0.014000177383422852
16,400,3,100,ball_tree,0.485,0.010999917984008789,0.010999917984008789
16,400,7,100,ball_tree,0.49,0.011000871658325195,0.011000871658325195
16,400,9,100,ball_tree,0.51,0.015999555587768555,0.015999555587768555
16,400,27,100,ball_tree,0.49,0.013991832733154297,0.013991832733154297
16,400,65,100,ball_tree,0.5,0.016000747680664062,0.016000747680664062
16,400,99,100,ball_tree,0.52,0.014999866485595703,0.014999866485595703
16,400,3,2,kd_tree,0.485,0.01300358772277832,0.01300358772277832
16,400,7,2,kd_tree,0.49,0.012995719909667969,0.012995719909667969
16,400,9,2,kd_tree,0.51,0.012999773025512695,0.012999773025512695
16,400,27,2,kd_tree,0.49,0.01500248908996582,0.01500248908996582
16,400,65,2,kd_tree,0.5,0.016002178192138672,0.016002178192138672
16,400,99,2,kd_tree,0.52,0.0169980525970459,0.0169980525970459
16,400,3,30,kd_tree,0.485,0.017000675201416016,0.017000675201416016
16,400,7,30,kd_tree,0.49,0.012996435165405273,0.012996435165405273
16,400,9,30,kd_tree,0.51,0.0190122127532959,0.0190122127532959
16,400,27,30,kd_tree,0.49,0.013988256454467773,0.013988256454467773
16,400,65,30,kd_tree,0.5,0.014000177383422852,0.014000177383422852
16,400,99,30,kd_tree,0.52,0.015001296997070312,0.015001296997070312
16,400,3,100,kd_tree,0.485,0.011998653411865234,0.011998653411865234
16,400,7,100,kd_tree,0.49,0.012999773025512695,0.012999773025512695
16,400,9,100,kd_tree,0.51,0.011999845504760742,0.011999845504760742
16,400,27,100,kd_tree,0.49,0.014001846313476562,0.014001846313476562
16,400,65,100,kd_tree,0.5,0.012998819351196289,0.012998819351196289
16,400,99,100,kd_tree,0.52,0.014000654220581055,0.014000654220581055
16,400,3,2,brute,0.485,0.012001514434814453,0.012001514434814453
16,400,7,2,brute,0.49,0.013006925582885742,0.013006925582885742
16,400,9,2,brute,0.51,0.011990547180175781,0.011990547180175781
16,400,27,2,brute,0.49,0.015003204345703125,0.015003204345703125
16,400,65,2,brute,0.5,0.0149993896484375,0.0149993896484375
16,400,99,2,brute,0.52,0.014000415802001953,0.014000415802001953
16,400,3,30,brute,0.485,0.012997150421142578,0.012997150421142578
16,400,7,30,brute,0.49,0.014002323150634766,0.014002323150634766
16,400,9,30,brute,0.51,0.015006780624389648,0.015006780624389648
16,400,27,30,brute,0.49,0.011993169784545898,0.011993169784545898
16,400,65,30,brute,0.5,0.013997316360473633,0.013997316360473633
16,400,99,30,brute,0.52,0.01399993896484375,0.01399993896484375
16,400,3,100,brute,0.485,0.01300191879272461,0.01300191879272461
16,400,7,100,brute,0.49,0.01199960708618164,0.01199960708618164
16,400,9,100,brute,0.51,0.01200103759765625,0.01200103759765625
16,400,27,100,brute,0.49,0.013997077941894531,0.013997077941894531
16,400,65,100,brute,0.5,0.015003204345703125,0.015003204345703125
16,400,99,100,brute,0.52,0.01399993896484375,0.01399993896484375
16,1000,3,2,ball_tree,0.482,0.028000831604003906,0.028000831604003906
16,1000,7,2,ball_tree,0.496,0.040997982025146484,0.040997982025146484
16,1000,9,2,ball_tree,0.512,0.026999473571777344,0.026999473571777344
16,1000,27,2,ball_tree,0.546,0.02800154685974121,0.02800154685974121
16,1000,65,2,ball_tree,0.508,0.03500008583068848,0.03500008583068848
16,1000,99,2,ball_tree,0.512,0.0429997444152832,0.0429997444152832
16,1000,3,30,ball_tree,0.482,0.02900218963623047,0.02900218963623047
16,1000,7,30,ball_tree,0.496,0.02799820899963379,0.02799820899963379
16,1000,9,30,ball_tree,0.512,0.029999732971191406,0.029999732971191406
16,1000,27,30,ball_tree,0.546,0.031000137329101562,0.031000137329101562
16,1000,65,30,ball_tree,0.508,0.03299999237060547,0.03299999237060547
16,1000,99,30,ball_tree,0.512,0.03300166130065918,0.03300166130065918
16,1000,3,100,ball_tree,0.482,0.026998043060302734,0.026998043060302734
16,1000,7,100,ball_tree,0.496,0.02700018882751465,0.02700018882751465
16,1000,9,100,ball_tree,0.512,0.0280001163482666,0.0280001163482666
16,1000,27,100,ball_tree,0.546,0.028999805450439453,0.028999805450439453
16,1000,65,100,ball_tree,0.508,0.03400015830993652,0.03400015830993652
16,1000,99,100,ball_tree,0.512,0.04699897766113281,0.04699897766113281
16,1000,3,2,kd_tree,0.482,0.027997493743896484,0.027997493743896484
16,1000,7,2,kd_tree,0.496,0.031000375747680664,0.031000375747680664
16,1000,9,2,kd_tree,0.512,0.03000330924987793,0.03000330924987793
16,1000,27,2,kd_tree,0.546,0.03299760818481445,0.03299760818481445
16,1000,65,2,kd_tree,0.508,0.03800082206726074,0.03800082206726074
16,1000,99,2,kd_tree,0.512,0.052999258041381836,0.052999258041381836
16,1000,3,30,kd_tree,0.482,0.03399968147277832,0.03399968147277832
16,1000,7,30,kd_tree,0.496,0.03300046920776367,0.03300046920776367
16,1000,9,30,kd_tree,0.512,0.03199934959411621,0.03199934959411621
16,1000,27,30,kd_tree,0.546,0.031000375747680664,0.031000375747680664
16,1000,65,30,kd_tree,0.508,0.03300189971923828,0.03300189971923828
16,1000,99,30,kd_tree,0.512,0.03399920463562012,0.03399920463562012
16,1000,3,100,kd_tree,0.482,0.029998779296875,0.029998779296875
16,1000,7,100,kd_tree,0.496,0.030001163482666016,0.030001163482666016
16,1000,9,100,kd_tree,0.512,0.028999805450439453,0.028999805450439453
16,1000,27,100,kd_tree,0.546,0.02799844741821289,0.02799844741821289
16,1000,65,100,kd_tree,0.508,0.03200173377990723,0.03200173377990723
16,1000,99,100,kd_tree,0.512,0.03399920463562012,0.03399920463562012
16,1000,3,2,brute,0.482,0.03199958801269531,0.03199958801269531
16,1000,7,2,brute,0.496,0.03200268745422363,0.03200268745422363
16,1000,9,2,brute,0.512,0.03099966049194336,0.03099966049194336
16,1000,27,2,brute,0.546,0.03300023078918457,0.03300023078918457
16,1000,65,2,brute,0.508,0.034999847412109375,0.034999847412109375
16,1000,99,2,brute,0.512,0.03599977493286133,0.03599977493286133
16,1000,3,30,brute,0.482,0.03300023078918457,0.03300023078918457
16,1000,7,30,brute,0.496,0.03400111198425293,0.03400111198425293
16,1000,9,30,brute,0.512,0.033998966217041016,0.033998966217041016
16,1000,27,30,brute,0.546,0.03600025177001953,0.03600025177001953
16,1000,65,30,brute,0.508,0.037000417709350586,0.037000417709350586
16,1000,99,30,brute,0.512,0.038999319076538086,0.038999319076538086
16,1000,3,100,brute,0.482,0.03499746322631836,0.03499746322631836
16,1000,7,100,brute,0.496,0.033002376556396484,0.033002376556396484
16,1000,9,100,brute,0.512,0.03299999237060547,0.03299999237060547
16,1000,27,100,brute,0.546,0.032997846603393555,0.032997846603393555
16,1000,65,100,brute,0.508,0.03500032424926758,0.03500032424926758
16,1000,99,100,brute,0.512,0.03700089454650879,0.03700089454650879
16,2000,3,2,ball_tree,0.5,0.0509953498840332,0.0509953498840332
16,2000,7,2,ball_tree,0.481,0.05300164222717285,0.05300164222717285
16,2000,9,2,ball_tree,0.476,0.05299973487854004,0.05299973487854004
16,2000,27,2,ball_tree,0.494,0.05700039863586426,0.05700039863586426
16,2000,65,2,ball_tree,0.524,0.06699967384338379,0.06699967384338379
16,2000,99,2,ball_tree,0.503,0.07400012016296387,0.07400012016296387
16,2000,3,30,ball_tree,0.5,0.05100059509277344,0.05100059509277344
16,2000,7,30,ball_tree,0.481,0.05199933052062988,0.05199933052062988
16,2000,9,30,ball_tree,0.476,0.053000688552856445,0.053000688552856445
16,2000,27,30,ball_tree,0.494,0.05599665641784668,0.05599665641784668
16,2000,65,30,ball_tree,0.524,0.061002492904663086,0.061002492904663086
16,2000,99,30,ball_tree,0.503,0.06899762153625488,0.06899762153625488
16,2000,3,100,ball_tree,0.5,0.05299997329711914,0.05299997329711914
16,2000,7,100,ball_tree,0.481,0.05500030517578125,0.05500030517578125
16,2000,9,100,ball_tree,0.476,0.05400228500366211,0.05400228500366211
16,2000,27,100,ball_tree,0.494,0.058997392654418945,0.058997392654418945
16,2000,65,100,ball_tree,0.524,0.06600046157836914,0.06600046157836914
16,2000,99,100,ball_tree,0.503,0.07499980926513672,0.07499980926513672
16,2000,3,2,kd_tree,0.5,0.05500030517578125,0.05500030517578125
16,2000,7,2,kd_tree,0.481,0.05600309371948242,0.05600309371948242
16,2000,9,2,kd_tree,0.476,0.05699753761291504,0.05699753761291504
16,2000,27,2,kd_tree,0.494,0.062006235122680664,0.062006235122680664
16,2000,65,2,kd_tree,0.524,0.06899333000183105,0.06899333000183105
16,2000,99,2,kd_tree,0.503,0.07699966430664062,0.07699966430664062
16,2000,3,30,kd_tree,0.5,0.05100297927856445,0.05100297927856445
16,2000,7,30,kd_tree,0.481,0.052999258041381836,0.052999258041381836
16,2000,9,30,kd_tree,0.476,0.051000118255615234,0.051000118255615234
16,2000,27,30,kd_tree,0.494,0.05399966239929199,0.05399966239929199
16,2000,65,30,kd_tree,0.524,0.059999942779541016,0.059999942779541016
16,2000,99,30,kd_tree,0.503,0.06599926948547363,0.06599926948547363
16,2000,3,100,kd_tree,0.5,0.05499839782714844,0.05499839782714844
16,2000,7,100,kd_tree,0.481,0.058000802993774414,0.058000802993774414
16,2000,9,100,kd_tree,0.476,0.058004140853881836,0.058004140853881836
16,2000,27,100,kd_tree,0.494,0.05899405479431152,0.05899405479431152
16,2000,65,100,kd_tree,0.524,0.06500124931335449,0.06500124931335449
16,2000,99,100,kd_tree,0.503,0.07000041007995605,0.07000041007995605
16,2000,3,2,brute,0.5,0.07299947738647461,0.07299947738647461
16,2000,7,2,brute,0.481,0.07800102233886719,0.07800102233886719
16,2000,9,2,brute,0.476,0.07699942588806152,0.07699942588806152
16,2000,27,2,brute,0.494,0.08100175857543945,0.08100175857543945
16,2000,65,2,brute,0.524,0.09200191497802734,0.09200191497802734
16,2000,99,2,brute,0.503,0.09799647331237793,0.09799647331237793
16,2000,3,30,brute,0.5,0.07899999618530273,0.07899999618530273
16,2000,7,30,brute,0.481,0.08099985122680664,0.08099985122680664
16,2000,9,30,brute,0.476,0.07799983024597168,0.07799983024597168
16,2000,27,30,brute,0.494,0.08100271224975586,0.08100271224975586
16,2000,65,30,brute,0.524,0.08999752998352051,0.08999752998352051
16,2000,99,30,brute,0.503,0.09400272369384766,0.09400272369384766
16,2000,3,100,brute,0.5,0.07800030708312988,0.07800030708312988
16,2000,7,100,brute,0.481,0.08699870109558105,0.08699870109558105
16,2000,9,100,brute,0.476,0.08299756050109863,0.08299756050109863
16,2000,27,100,brute,0.494,0.08500218391418457,0.08500218391418457
16,2000,65,100,brute,0.524,0.08999896049499512,0.08999896049499512
16,2000,99,100,brute,0.503,0.09099960327148438,0.09099960327148438
16,4000,3,2,ball_tree,0.5135,0.10399937629699707,0.10399937629699707
16,4000,7,2,ball_tree,0.514,0.10699820518493652,0.10699820518493652
16,4000,9,2,ball_tree,0.524,0.10700178146362305,0.10700178146362305
16,4000,27,2,ball_tree,0.535,0.11799812316894531,0.11799812316894531
16,4000,65,2,ball_tree,0.508,0.1400001049041748,0.1400001049041748
16,4000,99,2,ball_tree,0.5155,0.1660017967224121,0.1660017967224121
16,4000,3,30,ball_tree,0.5135,0.1029977798461914,0.1029977798461914
16,4000,7,30,ball_tree,0.514,0.10600137710571289,0.10600137710571289
16,4000,9,30,ball_tree,0.524,0.10700631141662598,0.10700631141662598
16,4000,27,30,ball_tree,0.535,0.11899352073669434,0.11899352073669434
16,4000,65,30,ball_tree,0.508,0.1360008716583252,0.1360008716583252
16,4000,99,30,ball_tree,0.5155,0.15000510215759277,0.15000510215759277
16,4000,3,100,ball_tree,0.5135,0.11699652671813965,0.11699652671813965
16,4000,7,100,ball_tree,0.514,0.12199759483337402,0.12199759483337402
16,4000,9,100,ball_tree,0.524,0.12700128555297852,0.12700128555297852
16,4000,27,100,ball_tree,0.535,0.1269989013671875,0.1269989013671875
16,4000,65,100,ball_tree,0.508,0.1439990997314453,0.1439990997314453
16,4000,99,100,ball_tree,0.5155,0.15700006484985352,0.15700006484985352
16,4000,3,2,kd_tree,0.5135,0.10200238227844238,0.10200238227844238
16,4000,7,2,kd_tree,0.514,0.10599803924560547,0.10599803924560547
16,4000,9,2,kd_tree,0.524,0.11700797080993652,0.11700797080993652
16,4000,27,2,kd_tree,0.535,0.12899208068847656,0.12899208068847656
